flight_id,source_airport,destination_airport,distance,duration,aircraft_type,airline
FL1380,DXB,CDG,5376.1,409,Boeing 777-300ER,Turkish Airlines
FL1381,DXB,FRA,4957.4,379,Boeing 787-8,Air France
FL1382,DXB,FRA,4957.4,379,Boeing 767-300,Qatar Airways
FL1383,DXB,FRA,4957.4,379,Boeing 787-8,Delta Air Lines
FL1384,DXB,AMS,5311.0,404,Airbus A380-800,Qantas
FL1385,DXB,AMS,5311.0,404,Boeing 787-9,Etihad Airways
FL1386,DXB,AMS,5311.0,404,Boeing 777-300ER,Delta Air Lines
FL1387,DXB,NRT,8228.8,610,Airbus A350-900,Air France
FL1388,DXB,NRT,8228.8,610,Airbus A380-800,British Airways
FL1389,DXB,NRT,8228.8,610,Boeing 787-9,Air France
FL1390,DXB,PEK,5964.6,451,Boeing 777-300ER,Air Canada
FL1391,DXB,PEK,5964.6,451,Boeing 787-9,Japan Airlines
FL1392,DXB,PEK,5964.6,451,Boeing 787-9,British Airways
FL1393,DXB,SIN,5894.2,446,Airbus A380-800,Qatar Airways
FL1394,DXB,SIN,5894.2,446,Airbus A350-900,Southwest Airlines
FL1395,DXB,SIN,5894.2,446,Boeing 787-9,Singapore Airlines
FL1396,JFK,SFO,4150.0,322,Boeing 787-8,Lufthansa
FL1397,LAX,SFO,540.0,84,Boeing 737-800,Air Canada
FL1398,ORD,SFO,2950.0,238,Boeing 737-800,Qatar Airways
FL1399,LAX,SYD,12200.0,891,Boeing 777-300ER,Qantas
FL1400,GRU,MIA,6500.0,488,Boeing 777-300ER,Southwest Airlines
