flight_id,source_airport,destination_airport,distance,duration,aircraft_type,airline
FL1381,DXB,FRA,4957.4,379,Airbus A330-300,United Airlines
FL1382,DXB,FRA,4957.4,379,Boeing 767-300,Turkish Airlines
FL1383,DXB,FRA,4957.4,379,Airbus A330-300,Delta Air Lines
FL1384,DXB,AMS,5311.0,404,Airbus A350-900,Cathay Pacific
FL1385,DXB,AMS,5311.0,404,Airbus A350-900,Singapore Airlines
FL1386,DXB,AMS,5311.0,404,Boeing 777-300ER,American Airlines
FL1387,DXB,NRT,8228.8,610,Airbus A380-800,Air France
FL1388,DXB,NRT,8228.8,610,Boeing 777-300ER,Etihad Airways
FL1389,DXB,NRT,8228.8,610,Boeing 777-300ER,Southwest Airlines
FL1390,DXB,PEK,5964.6,451,Boeing 777-300ER,Turkish Airlines
FL1391,DXB,PEK,5964.6,451,Airbus A350-900,Air Canada
FL1392,DXB,PEK,5964.6,451,Boeing 777-300ER,United Airlines
FL1393,DXB,SIN,5894.2,446,Boeing 787-9,United Airlines
FL1394,DXB,SIN,5894.2,446,Airbus A350-900,Singapore Airlines
FL1395,DXB,SIN,5894.2,446,Boeing 787-9,Qantas
FL1396,JFK,SFO,4150.0,322,Boeing 767-300,Emirates
FL1397,LAX,SFO,540.0,84,Boeing 737 MAX 8,Emirates
FL1398,ORD,SFO,2950.0,238,Boeing 737-800,Qantas
FL1399,LAX,SYD,12200.0,891,Boeing 787-9,American Airlines
FL1400,GRU,MIA,6500.0,488,Boeing 787-9,Cathay Pacific
